機構名稱,機構代碼,地址,行政區,電話,家庭醫學科,內科,外科,整形外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,神經科,神經外科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,職業醫學科,西醫一般科,口腔病理科,口腔顏面外科,齒顎矯正科,牙科一般科,牙科,中醫一般科,中醫,中醫內科,中醫外科,中醫婦科,中醫兒科,傷科,中醫眼科,針灸科,痔科
鳳山濟世中醫診所,3807010218,高雄市鳳山區東門里中山東路72號1樓,鳳山區,07-7195899,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
天意中醫診所,3807010236,高雄市鳳山區瑞隆東路172號1樓,鳳山區,07-7638599,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
鳳山大同中醫診所,3807010263,高雄市鳳山區光復路一段109號1樓及111號1樓,鳳山區,07-7472215,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
許仁豪中醫診所,3807010290,高雄市鳳山區建國路二段202號1樓,鳳山區,07-7806122,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
仁一中醫診所,3807010307,高雄市鳳山區文德路31號1樓,鳳山區,07-7807888,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
義江中醫診所,3807010343,高雄市鳳山區鳳林路89-7號1樓及89-8號1樓,鳳山區,07-7010733,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
尚揚中醫診所,3807010352,高雄市鳳山區文安街26號1樓,鳳山區,07-7775280,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
鳳山馬光中醫診所,3807010370,高雄市鳳山區維新路122號1-2樓,鳳山區,07-7478055,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
仁恩堂中醫診所,3807010405,高雄市鳳山區光復路130號1-2樓,鳳山區,07-740-7130,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
鳳山齊祥中醫診所,3807010432,高雄市鳳山區文衡里青年路二段269號1樓,鳳山區,07-7803333,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
黃紹源中醫診所,3807010441,高雄市鳳山區南和一路1號1-2樓,鳳山區,07-7965567,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
鳳山大健康中醫診所,3807010450,高雄市鳳山區鳳東路219號1樓,鳳山區,07-7030899,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
新恩中醫診所,3807010469,高雄市鳳山區鎮南街70號1樓,鳳山區,07-8115688,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
湞宸中醫診所,3807010478,高雄市鳳山區瑞隆東路256號1樓,鳳山區,7223711,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
啟聖中醫診所,3807010503,高雄市鳳山區工協街32號1樓,鳳山區,07-7016885,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
心保泰中醫診所,3807010512,高雄市鳳山區保泰路148號、150號1樓,鳳山區,7686988,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
笙跧中醫診所,3807010521,高雄市鳳山區新富路389號1樓,鳳山區,7673011,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
辰品中醫診所,3807010558,高雄市鳳山區鳳松路300號1樓,鳳山區,07-7407408,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
仁宇堂中醫診所,3807010567,高雄市鳳山區博愛路375號1樓,鳳山區,07-7991113,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
易鴻中醫診所,3807010576,高雄市鳳山區老爺里五甲一路692之1號1樓,鳳山區,933636433,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
聖恩中醫診所,3842012107,高雄市鳳山區北維街20號1樓,鳳山區,07-7355730,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
漢醫館中醫診所,3842012456,高雄市鳳山區國富路29-1號1樓,鳳山區,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
鍾志光中醫診所,3842012465,高雄市鳳山區青年路二段146-5號1樓,鳳山區,07-7993908,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
健順中醫診所,3842012509,高雄市鳳山區文化西路22號1樓,鳳山區,07-7779381,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
宜璇中醫診所,3842012527,高雄市鳳山區福興里自強一路41號1樓,鳳山區,07-8126995,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
宇誠牙醫診所,3707010092,高雄市鳳山區自由路16-1號1、2樓,鳳山區,07-7405588,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
德霖牙醫診所,3707010109,高雄市鳳山區五福一路8號1樓,鳳山區,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
巨樺牙醫診所,3707010118,高雄市鳳山區五甲二路536號1~2樓,鳳山區,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
文山亞太聯盟牙醫診所,3707010136,高雄市鳳山區文衡路447號1及2樓,鳳山區,07-7777320,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
五甲大和牙醫診所,3707010145,高雄市鳳山區五甲二路99號2樓,鳳山區,7686677,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
強森牙醫診所,3707010163,高雄市鳳山區建國路三段390號1-2樓,鳳山區,07-7778848,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
親巧牙醫診所,3707010181,高雄市鳳山區中山東路192巷151號1樓,鳳山區,07-7019002,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無
弘馨牙醫診所,3707010190,高雄市鳳山區文建街148號1樓,鳳山區,981574537,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
Abc鳳山牙醫診所,3707010207,高雄市鳳山區維新路155號2至4樓,鳳山區,07-7406899,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
富驊牙醫診所,3707010216,高雄市鳳山區青年路二段391號1-2樓,鳳山區,07-7775522,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
同心圓牙醫診所,3707010225,高雄市鳳山區忠義里青年路二段18號,鳳山區,07-7476951,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
百世專業牙醫診所,3707010234,高雄市鳳山區文龍東路296號1-2樓,鳳山區,07-7351316,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
壹八八美學牙醫診所,3707010243,高雄市鳳山區三民路77號1-2樓,鳳山區,07-7193018,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
幸儀牙醫診所,3707010252,高雄市鳳山區武慶二路42號1-2樓,鳳山區,7130899,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
鳳林牙醫診所,3707010261,高雄市鳳山區鳳林路280號1-2樓,鳳山區,07-7815755,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
小熊自費牙醫診所,3707010270,高雄市鳳山區文平街168號2樓,鳳山區,07-7777353,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
新禾美學牙醫診所,3707010289,高雄市鳳山區過埤里過勇路105號1-2樓,鳳山區,07-7969601,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
安德牙醫診所,3742010450,高雄市鳳山區中山西路27號1-2樓,鳳山區,07-7452123,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
詠和牙醫診所,3742012605,高雄市鳳山區新樂里海洋一路120號1樓,鳳山區,7671101,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
安田牙醫診所,3742012614,高雄市鳳山區中山東路259.261號,鳳山區,7027233,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
青年牙醫診所,3742012623,高雄市鳳山區青年路二段40號二樓,鳳山區,07-7996006,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
矯政牙醫診所,3742012650,高雄市鳳山區中山東路78號1-2樓,鳳山區,07-7427768,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
康美牙醫診所,3742012678,高雄市鳳山區八德路２７８號,鳳山區,07-7777180,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
蘋果牙醫診所,3742012687,高雄市鳳山區五甲三路91號,鳳山區,07-7682525,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
翔新牙醫診所,3742012696,高雄市鳳山區五甲三路97號1樓,鳳山區,07-8410338,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
晨康牙醫診所,3742012703,高雄市鳳山區鳳頂路526號1樓,鳳山區,7962088,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
鄭阿緞針灸科中醫診所,3842010247,高雄市鳳山區建國路二段216號1樓,鳳山區,07 7422863,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無
順安堂中醫診所,3842010069,高雄市鳳山區忠誠路９３號,鳳山區,07 8228822,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
慶昌中醫診所,3842010130,高雄市鳳山區五甲三路82號,鳳山區,07 8316538,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
福泉中醫診所,3842010381,高雄市鳳山區光復路１７２號,鳳山區,07-7474158,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
福安堂中醫診所,3842010443,高雄市鳳山區中山東路３３９號,鳳山區,07-7037167,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
安心堂中醫診所,3842010523,高雄市鳳山區文聖街９７號,鳳山區,07-7404717,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
黃靖淑中醫診所,3842010596,高雄市鳳山區青年路一段３３４號,鳳山區,07-7102232,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
建興中醫診所,3842010603,高雄市鳳山區青年路二段188號,鳳山區,07-7426916,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
永安中醫診所,3842010649,高雄市鳳山區國富路３０號,鳳山區,07 7637338,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
聯安中醫診所,3842011780,高雄市鳳山區新富路426之1號,鳳山區,7466844,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
益群中醫診所,3842011824,高雄市鳳山區武慶二路14之1號,鳳山區,7271799,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
太山中醫診所,3842011833,高雄市鳳山區文龍路53號,鳳山區,07-7195587,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
順安中醫診所,3842011860,高雄市鳳山區中山東路279號1樓,鳳山區,07-7038585,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
仁澤中醫診所,3842011888,高雄市鳳山區文中街78號1F,鳳山區,07-7761105,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
德安中醫診所,3842011904,高雄市鳳山區光復路一段100號,鳳山區,07-7467272,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無
立群中醫診所,3842011931,高雄市鳳山區五甲二路365號,鳳山區,07-7616908,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
長榮中醫診所,3842011940,高雄市鳳山區五甲二路566、568號,鳳山區,8226874,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
黃蘭?中醫診所,3842011995,高雄市鳳山區文化路119號1樓,鳳山區,07-7436066,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
多寶中醫診所,3842012036,高雄市鳳山區經武路二七一號,鳳山區,07-7197883,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
建安中醫診所,3842012045,高雄市鳳山區五甲二路五五三號,鳳山區,8311119,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
佑慈中醫診所,3842012134,高雄市鳳山區誠義路165號,鳳山區,07-7196223,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
祥元中醫診所,3842012170,高雄市鳳山區南京路324巷4號1樓,鳳山區,7660228,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
心香中醫診所,3842012214,高雄市鳳山區八德路二段222號,鳳山區,07-7808308,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
順德中醫診所,3842012232,高雄市鳳山區新富路292號1樓,鳳山區,07-7651256,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
甘草堂中醫診所,3842012250,高雄市鳳山區文化西路1號及3號1、2樓,鳳山區,07-7806262,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
儒慧中醫診所,3842012269,高雄市鳳山區樂園街112號1樓,鳳山區,07-7997779,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無
唯真牙醫診所,3742010923,高雄市鳳山區瑞順街129號,鳳山區,07 7191817,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
新天地牙醫診所,3742010987,高雄市鳳山區鳳林路１２１號,鳳山區,07 7025789,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
保羅牙醫診所,3742010996,高雄市鳳山區維新路１１７號,鳳山區,07 7637306,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
全家福牙醫診所,3742011000,高雄市鳳山區南華路７９號,鳳山區,07 7519057,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
佑千牙醫診所,3742011019,高雄市鳳山區忠誠路137號1樓,鳳山區,07 8319099,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
曉博牙醫診所,3742011028,高雄市鳳山區仁愛路8-3號,鳳山區,07 7197319,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
大立牙醫診所,3742011046,高雄市鳳山區中山東路306號1、2F,鳳山區,07 7030169,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
康庭牙醫診所,3742011055,高雄市鳳山區鳳南路３０１號,鳳山區,07 7166966,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
大新牙醫診所,3742011064,高雄市鳳山區五甲二路418號,鳳山區,07 8311700  7686588,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
宗慶牙醫診所,3742011082,高雄市鳳山區中崙路５７２號,鳳山區,07 7533733,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
雙宏牙醫診所,3742011091,高雄市鳳山區新富路222號,鳳山區,07 7666158,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
廣宸牙醫診所,3742011135,高雄市鳳山區光復路一段１１０號,鳳山區,07 7901099,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
德月牙醫診所,3742012141,高雄市鳳山區海洋一路119號,鳳山區,7243089,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
德安牙醫診所,3742012178,高雄市鳳山區五甲二路366號,鳳山區,8229928,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
凱美牙醫診所,3742012187,高雄市鳳山區中正路188號,鳳山區,7439034,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
大耀牙醫診所,3742012196,高雄市鳳山區文衡路105號,鳳山區,7100925,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
來來牙醫診所,3742012203,高雄市鳳山區中山西路376-6號,鳳山區,7455509,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
信誼牙醫診所,3742012221,高雄市鳳山區凱旋路265號2F,鳳山區,7650001,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
鳳屏牙醫診所,3742012230,高雄市鳳山區青年路一段379號,鳳山區,(07)7997013,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
宏宇牙醫診所,3742012249,高雄市鳳山區曹公路14~6號,鳳山區,7481129,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
恆美牙醫診所,3742012258,高雄市鳳山區南華路188號,鳳山區,7618995,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
奇美牙醫診所,3742012267,高雄市鳳山區五甲二路125號,鳳山區,8122839,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
雙慈牙醫診所,3742012276,高雄市鳳山區雙慈街13號,鳳山區,07-7996600,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
藝術花園牙醫診所,3742012285,高雄市鳳山區自立街37號,鳳山區,7195111,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
小熊牙醫診所,3742012301,高雄市鳳山區青年路二段三八三號,鳳山區,07-7775661,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
康馨牙醫診所,3742012310,高雄市鳳山區青年路二段362之1號,鳳山區,7766256,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
富安牙醫診所,3742012329,高雄市鳳山區經武路298號,鳳山區,7465766,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
慧康牙醫診所,3742012347,高雄市鳳山區經武路351號,鳳山區,7195123,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
文衡牙醫診所,3742012356,高雄市鳳山區文衡路498號,鳳山區,7775989,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
仁恩牙醫診所,3742012365,高雄市鳳山區文衡路552號,鳳山區,07-7776889,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
維康牙醫診所,3742012374,"高雄市鳳山區五甲二路542之1號1,2樓",鳳山區,7683388,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
新邁牙醫診所,3742012383,高雄市鳳山區鳳甲路470之1號1、2樓,鳳山區,7929999,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
五甲銘仁牙醫診所,3742012409,高雄市鳳山區鎮南街114號,鳳山區,8215411,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
安德霖牙醫診所,3742012418,高雄市鳳山區新富路446號,鳳山區,7672942,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無
